# --------------------------------
#  ESTIMATOR metadata
#{}
# --------------------------------
#  PAGE metadata
#{
#    "detectorType": "5",
#    "detectorUnit": "MeV/g",
#    "dettyp": "DOSE",
#    "name": "DOSE",
#    "pageDiffUnits": "MeV/g",
#    "pageNormalized": "2",
#    "pageNumber": "0",
#    "pageOffset": "0.0",
#    "pageScaleFactor": "1.0",
#    "pageUnitIds": "[40 40 40]",
#    "unit": "MeV/g/prim"
#}
# --------------------------------
Position (Z) [cm], DOSE [MeV/g/prim]
1.6580000000000001, 0.5341471469531344
1.6620000000000001, 0.5269229361286029
1.6660000000000001, 0.5310350051963941
1.67, 0.5325986820567685
1.674, 0.5316056467474913
1.678, 0.5382749830836258
1.682, 0.5311215630722457
1.686, 0.5314626311063845
1.69, 0.5303874732060292
1.694, 0.533240715496306
1.698, 0.530977183890926
1.702, 0.5358481660743563
1.706, 0.539686954052243
1.71, 0.5356920701506572
1.714, 0.5324349817277778
1.718, 0.5339420698948579
1.722, 0.5404352060158177
1.726, 0.5421462600905572
1.73, 0.5489454423333008
1.734, 0.5431931875714734
1.738, 0.5387040401513477
1.742, 0.5381573492046193
1.746, 0.5463597476821634
1.75, 0.5404456606913463
1.754, 0.539902043314718
1.758, 0.542658867021796
1.762, 0.5403160194792602
1.766, 0.5417235138289246
1.77, 0.543831930837381
1.774, 0.5497522630742162
1.778, 0.5557977562295685
1.782, 0.5552944038962218
1.786, 0.5509258118208129
1.79, 0.546909848545507
1.794, 0.546562851065857
1.798, 0.5485328554423303
1.802, 0.5511079808286609
1.806, 0.5464699545460757
1.81, 0.5523446492066352
1.814, 0.5484363362847081
1.818, 0.5492434781858067
1.822, 0.5529997023124987
1.826, 0.5537617414923233
1.83, 0.5536853811067982
1.834, 0.5519648088639723
1.838, 0.5529431956880286
1.842, 0.5554199327416003
1.846, 0.5578296756772535
1.85, 0.5597621027179713
1.854, 0.5583375374432796
1.858, 0.5630563388394417
1.862, 0.5616277920660996
1.866, 0.5670812041289506
1.87, 0.5686244790992959
1.874, 0.569784523567636
1.8780000000000001, 0.5687113071313682
1.8820000000000001, 0.5676038798365634
1.8860000000000001, 0.5673103703624018
1.8900000000000001, 0.5647654377115084
1.8940000000000001, 0.5672977505308984
1.8980000000000001, 0.5669026117878594
1.9020000000000001, 0.5706299617476918
1.9060000000000001, 0.5669971953450309
1.9100000000000001, 0.5701401964798765
1.9140000000000001, 0.5734683801605921
1.9180000000000001, 0.5748532505542207
1.922, 0.5774055528537756
1.926, 0.5723799552981161
1.93, 0.5737356376563147
1.934, 0.573132126873874
1.938, 0.572725273889711
1.942, 0.5736917219895911
1.946, 0.573747668456276
1.95, 0.572098040658955
1.954, 0.5745925137343526
1.958, 0.5748178207882143
1.962, 0.5822987768125442
1.966, 0.5775372446233085
1.97, 0.577154336930544
1.974, 0.5789374881376348
1.978, 0.5803792683407463
1.982, 0.5844233687879679
1.986, 0.5881671771345913
1.99, 0.5828797480750754
1.994, 0.5887662823471526
1.998, 0.587308026231702
2.002, 0.5862842359008124
2.006, 0.5907880095431074
2.01, 0.589227358376678
2.014, 0.5887312840068765
2.018, 0.5900938722675313
2.022, 0.5886661702170455
2.026, 0.5986531540987079
2.03, 0.5933360398853956
2.034, 0.5935426291093805
2.038, 0.591038543863223
2.042, 0.5958307455054163
2.046, 0.5977337950242475
2.05, 0.6119517980515997
2.054, 0.6013290132110464
2.058, 0.6064486358413955
2.062, 0.603757857127508
2.066, 0.6055930201685267
2.07, 0.6025915724013878
2.074, 0.5997141949706095
2.078, 0.6018525158824374
2.082, 0.6062248797687434
2.086, 0.6131716563295966
2.09, 0.6188299197408546
2.094, 0.6108235147045321
2.098, 0.607849909891726
2.102, 0.6103991326538097
2.106, 0.61039078565032
2.11, 0.6081237967077058
2.114, 0.6102640266959672
2.118, 0.6120334542392899
2.122, 0.6180752373510597
2.126, 0.6184952985490465
2.13, 0.6198177234752482
2.134, 0.6161468195376661
2.138, 0.6169901778321236
2.142, 0.6185908409846645
2.146, 0.6203130077715472
2.15, 0.6235001237783855
2.154, 0.6227178659080059
2.158, 0.620942353998899
2.162, 0.6309985091118488
2.166, 0.6229710733148255
2.17, 0.6266543609259819
2.174, 0.624297545460948
2.178, 0.6255169844420327
2.182, 0.6298597210471475
2.186, 0.6432539126142733
2.19, 0.6422515967600564
2.194, 0.6421617920997517
2.198, 0.6350886750453351
2.202, 0.6377142528633767
2.206, 0.6399326955864724
2.21, 0.6406571710268696
2.214, 0.6402120157934031
2.218, 0.6370323002183388
2.222, 0.6387110649704368
2.226, 0.6404246159638951
2.23, 0.6441447853805297
2.234, 0.6439783622280917
2.238, 0.6428713016710084
2.242, 0.6483767373184238
2.246, 0.6504581934735827
2.25, 0.6493504924456236
2.254, 0.6514222632531796
2.258, 0.6623889828295598
2.262, 0.6556967770535099
2.266, 0.6526605742306614
2.27, 0.6532866914305135
2.274, 0.6553293229965476
2.278, 0.6613277207354412
2.282, 0.6641840264740925
2.286, 0.6634430961497695
2.29, 0.6605021937577237
2.294, 0.6730142903626637
2.298, 0.6699419260527648
2.302, 0.6701810809609384
2.306, 0.6762498216713188
2.3099999999999996, 0.6818322910623437
2.3139999999999996, 0.6737074355043124
2.3179999999999996, 0.6803330783863809
2.3219999999999996, 0.680195057998135
2.3259999999999996, 0.680470569509766
2.3299999999999996, 0.681522323592151
2.3339999999999996, 0.6817895450517527
2.3379999999999996, 0.6765014742000537
2.3419999999999996, 0.6798505468425902
2.3459999999999996, 0.6786157539395072
2.3499999999999996, 0.6842914074954067
2.3539999999999996, 0.687956759542251
2.3579999999999997, 0.693586280824103
